source_e164,target_e164,our_context,platform_context,window,date,manual_label
+12814176723,+12814176725,mentioned,spoofed_cid,"ling in 2025 Momentum Solar called my number from 281-417-6718, 281-417-6720, 281-417-6721, 281-417-6723, 281-417-6724, 281-417-6725, 281-417-6726.  All listed on my caller ID.  They leave no voicemai",2025-12-29,
+12814176723,+12814176726,mentioned,spoofed_cid,"omentum Solar called my number from 281-417-6718, 281-417-6720, 281-417-6721, 281-417-6723, 281-417-6724, 281-417-6725, 281-417-6726.  All listed on my caller ID.  They leave no voicemail.  All scamme",2025-12-29,
+12814179186,+18332133710,mentioned,callback,"Warranty Scam, and trying to scare them, 7th call from 7 different numbers in 7 different States. Always directs you to 833-213-3710. Why can't this number be shut down? Complaints going back to at le",2023-05-02,
+13029564730,+16673542431,mentioned,spoofed_cid,g the last four digits of my ss number talking about they received a complaint caller ID states it is from Baltimore MD 6673542431,2024-09-04,
+13033513882,+18334635523,sms,mentioned,Andrew Hall Left text message about a pending case number that is false. Contact phone number 833-463-5523,2025-09-12,
+13055037548,+16516871043,spoofed_cid,mentioned,ozkar This was a spoofed number for a fax from Thomson Reuters to Cyrus F Rea Law Firm from fax # 651-687-7180. Phone - 651-687-1043 Fax - 651-687-4601,2021-04-02,
+13055037548,+16516877180,spoofed_cid,mentioned,ozkar This was a spoofed number for a fax from Thomson Reuters to Cyrus F Rea Law Firm from fax # 651-687-7180. Phone - 651-687-1043 Fax - 651-687-4601,2021-04-02,
+13055899608,+17134383889,mentioned,sms,"g + 15–20 dаys рaid vacation annually Ϲurrеntly, we havе 20 oрenings. Іf you’re interested аnd 25 or oldеr, please text 7134383889 for details",2025-11-25,
+13072892987,+18332510203,sms,mentioned,Aj Texted me from 307-289-2987 To contact regarding dispute resolution to 833-251-0203 was addressed to my brother,2024-10-31,
+13104164755,+13106144755,mentioned,spoofed_cid,"TT Unsolicited Call to Mobile at 1:25 pm | Caller ID (310) 614-4755 Los Angeles | No Message Left from Caller | T-Mobile Typically Identifies Suspicious Calls as ""Potential Spam"" but This",2025-07-28,
+13123149810,+19876543210,mentioned,sms,ve the +13123149810 from your phone & in its place enter in +1 then your own phone number including area code. Example: +19876543210. Then texts & phone messages will only route through your phone & p,2014-01-17,
+13128000983,+18382038439,mentioned,sms,"Bernita Dear Bernita Mcclure, To avoid non compliance and escalation please call 838-203-8439. Text STOP to opt out.",2026-01-20,
+13133733000,+18887007369,callback,spoofed_cid,"tt, so naturally I did not call back.  Yesterday Quicken Loans called my number with caller id 505-600-4730 and to call 888-700-7369, message was swift and garbled.  This is a SCAM and they should be ",2020-01-03,
+13133733000,+13133731893,mentioned,spoofed_cid,"nan Call from 313-373-1893, said Quicken Loans on Caller ID.  I  have never contacted this company previously, so it can't be a follow-up.  As a m",2011-09-22,
+13133733000,+15056004730,callback,spoofed_cid,"ng and my name is not Scott, so naturally I did not call back.  Yesterday Quicken Loans called my number with caller id 505-600-4730 and to call 888-700-7369, message was swift and garbled.  This is a",2020-01-03,
+13153029337,+13159015389,callback,spoofed_cid,"3301. I'm going to need you to call back at your earliest convenience at 315-302-9330.""  (Caller ID shows call was from 315-901-5389)",2024-03-20,
+13172447700,+15612475735,spoofed_cid,mentioned,er using by telemarketing scammers from Boca Raton Florida his name was Corey Taylor call his google voice fake number  561-247-5735,2025-03-18,
+13193025266,+18558412870,sms,mentioned,"berly Just started getting text messages 4 days about a past due account that must be payed now.. they tell you to call 8558412870. Bogus, scam, fraud! I don't owe any past due  accounts. Please stop ",2024-12-25,
+13213065912,+13525666380,mentioned,spoofed_cid,"Abbie Caller ID reads 850-353-8774, 352-566-6374, 352-566-6380 and 386-291-8179. Daily voicemails only stating ""Goodbye"" - calling back any of these numbers directs me to dial 321 30",2025-04-09,
+13213065912,+18503538774,mentioned,spoofed_cid,"Abbie Caller ID reads 850-353-8774, 352-566-6374, 352-566-6380 and 386-291-8179. Daily voicemails only stating ""Goodbye"" - calling back any of these numbe",2025-04-09,
+13213065912,+13525666374,mentioned,spoofed_cid,"Abbie Caller ID reads 850-353-8774, 352-566-6374, 352-566-6380 and 386-291-8179. Daily voicemails only stating ""Goodbye"" - calling back any of these numbers directs me ",2025-04-09,
+13213598629,+17069784534,mentioned,sms,"ked, you have been selected from my project helping people as God blessed me kindly text my Agent, Mr MELVIN POLLUCK on +1 (706) 978-4534 with the claimant code W200K33 to be honest this is real",2025-09-23,
+13213598629,+13124513478,mentioned,sms,"sGood Message Then Your Number Was Selected After A Spin Ball, Here Is The Number Of The Agent MELVIN POLLOCK In Charge +1 (312) 451-3478 Text Him For Claim Code (crt 02) For Confirmation And Claiming",2024-05-04,
+13213598629,+12022099405,sms,mentioned,000 ! So to Process&Verify your winning send a text message to Mr MELVIN POLLUCK the agent in charge of your winning at +1 (202) 209 9405,2024-01-29,
+13272073706,+18332514278,sms,mentioned," las vegas | 1 reply obvious scam call/text from this number, notes ""we have a pending matter to review with you.  call 833-251-4278.  reply STOP to opt-out"".  Infantile scam.  NEVER reply, simply blo",2025-12-06,
+13392330171,+18338943203,sms,mentioned,"Anon. Received Text: ""MY NAME , Final Attempt Completed Documents undeliverable. MY ADDRESS Contact 833-894-3203 Case 2024-196428"" Reported to FCC and blocked Why would I call a secondary #?! If they ",2025-03-04,
+13392330171,+18662692056,sms,mentioned,"Text message from 3399-233-0171 reads : "" This serves as notification, documents issued June 18th, 2024 to (your name), 866-269-2056 Case ID: XXXX-XXXXXX Contact is NOT required""",2024-06-18,
+13392330327,+18775959784,mentioned,sms,Fake Text Rcvd text with 8775959784 to call: My Name. My Address. Comply within 5 days to avoid escalation Call 877-595-9784 Case ID 2023-359964.,2025-05-12,
+13392330327,+18775959848,mentioned,sms,Joseph Wang Get a text say case 2025 27419 Urgent Notice call 8775959848,2025-04-09,
+13468446487,+18557684424,spoofed_cid,mentioned,"er contacted them, and we would never consider doing business with someone operating this way. The number they leave is 855 768 4424, though it sometimes changes. They frequently spoof or rotate the n",2025-07-19,
+13477674513,+12126866153,mentioned,sms,aying that an imaging exam has been scheduled on behalf of Advantage Care Physicians. Text says to click a link or call (212) 686-6153. I also get voicemails. It's all a scam. Wouldn't I know if my do,2021-07-30,
+13523064393,+13522804393,mentioned,spoofed_cid,Ames Caller ID says microphone fl phone number 352-280-4393,2025-07-14,
+13602187909,+13602180559,sms,mentioned,"Text message demanding I file an Annual Report, text made to look like it came from WA STATE GOVERNMENT,  number from:  360-218-0559, it is a scammer, I believe I know who it coming from. A scummy fam",2025-05-19,
+13603835181,+15624145128,mentioned,sms,"eciated: https://www.research.net/r/ADSHD65?N= ########## Reply STOPALL to opt out I received a 2nd text yesterday from (562) 414-5128 with this message: Hi, it's Steph w/ Public Policy Polling! I jus",2025-02-02,
+13855332656,+13855332782,mentioned,sms,"Stop the scammers | 1 reply I got a call from this Audrey person as well, but she's using another number now. 385-533-2782 Totally gives me the creeps that's she's texting about my property and her lo",2024-03-25,
+14104498138,+14106099682,mentioned,spoofed_cid,410-609-9682 Caller ID: Brooklyn MD,2025-07-11,
+14108262451,+14109899317,mentioned,spoofed_cid,"Fred Caller ID: Baltimore MD Preceded by 410-989-9317, CID: Fork MD, in less than 2 min.",2025-06-18,
+14109899317,+14108262451,mentioned,spoofed_cid,"Fred Caller ID: Fork MD Followed by 410-826-2451, CID: Baltimore MD, in less than 2 min.",2025-06-18,
+14154198616,+14125324665,spoofed_cid,mentioned,an email for me to follow up with their spoofing team. Amazon rep said there were many recipients under the same number 412-532-4665 that was listed for me. They will now flag any shipments that inclu,2019-10-18,
+14158002383,+18442446363,mentioned,sms,"is your one time security code: XXXXXX Seems to be from Chime Banking: https://www.chimebank.com/ support@chimebank.com 844-244-6363 Texting ""Stop"" to the number returned a reply that I was unsubscrib",2018-10-31,
+14165321890,+14167808401,spoofed_cid,mentioned,"Eric | 5 replies When the phone rang, our call display showed 'Bell Canada 416-780-8401'. The message stated that I have received a message and if I would like to hear it to dial '4'.  The caller said",2007-11-25,
+14166138267,+18002108579,mentioned,spoofed_cid,er I will donate via their website but she insisted on passing me on to another person with caller id as iMkt and tel # 18002108579.  I hung up,2025-02-07,
+14193172083,+18776304903,sms,mentioned," case of action by Ms. Hurricane Daniels. Later, Derek's accomplice sent a message from 419-317-2083, demanding to call 8776304903. Later, he said I will receive a statement with an account number. La",2024-05-09,
+14193172083,+18332509506,sms,mentioned," In October 2024 I received a text saying, “A statement was mailed to J*** *********. If we can assist you, please call 833-250-9506. Refer to acct 218231. Reply STOP to opt out. Then in November 2024",2025-05-01,
+14193666379,+18334387144,mentioned,sms,"cky I received multiple texts from this number claiming to be Apple billing.  The text had links to a telephone number, +1 833 438-7144. and a bogus ink to a website, https://apple.com/billing .  I di",2024-12-04,
+14238222465,+18777669481,callback,spoofed_cid,"ing they are cvs Caremark saying family member has a prescription that is past due for refill. Ask to call them back at 877-766-9481.Caller ID showed from Chattanooga, TN. We do not use cvs Caremark a",2018-11-16,
+14238222465,+18447089388,mentioned,callback,"DO NOT DO THIS.  Your responses can and will be recorded for AI generation in other scam calls.  When I called the fake 844-708-9388 number, I did not verbally respond to anything, but instead used ke",2024-08-26,
